,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
434,Juanmi Latasa,Real Valladolid CF,Laliga,24 years old (23-03-2001),"1,92m",Spain,Forward,Centre-Forward,left,10(13),1049.0,3,-,6,1,60.2,3.3,1,6.27,"Jun 30, 2029",€2.50m,1.4,0.1,-,0.1,-,1.4,-,-,1.3,0.5,0.3,0.2,0.8,0.7,5.4,3.3,2.2,0.1,0.1,0.2,-,1.2,1.4,0.2,0.4,-,-,-,-,-,-,-,8.7,0.2,0.1,5,3.3,0.4,-,0.4,-,-,-,-,-,-,-
435,Marvin Park,UD Las Palmas,Laliga,24 years old (03-07-2000),"1,77m",Spain,"Defender (Right), Midfielder (Right)",Right-Back,right,7(11),785.0,-,-,3,-,77.9,0.5,-,6.27,"Jun 30, 2028",€1.50m,0.2,-,-,-,-,0.2,-,0.1,0.1,0.8,0.7,0.1,1.1,0.3,1.2,0.5,0.7,1.2,0.7,1.9,0.5,0.8,0.7,-,0.9,0.3,0.4,0.5,-,-,-,-,15.6,0.8,0.6,11.4,2.9,0.3,0.2,0.1,-,-,-,-,-,-,-
436,Denis Suárez,Villarreal CF,Laliga,31 years old (06-01-1994),"1,76m",Spain,"Midfielder (Centre, Left, Right)",Attacking Midfield,right,6(13),514.0,1,1,-,-,82,0.1,-,6.27,"Jun 30, 2026",€1.30m,0.5,0.1,-,0.1,-,0.5,0.1,-,0.4,0.8,0.3,0.5,0.7,0.4,0.4,0.1,0.3,0.5,0.2,0.7,0.1,0.3,0.1,-,0.1,0.1,-,0.2,-,-,-,-,10.5,0.4,0.5,8.3,1.4,0.7,0.2,0.5,0.1,-,-,-,-,-,0.1
437,Carles Aleñá,Deportivo Alavés,Laliga,27 years old (05-01-1998),"1,80m",Spain,"Attacking Midfielder (Centre, Left, Right)",Central Midfield,left,5(5),451.0,-,-,1,-,81.8,1,-,6.26,"Jun 30, 2025",€2.50m,0.5,-,-,-,-,0.5,-,-,0.5,0.4,0.1,0.3,0.3,0.6,1.9,1,0.9,0.6,0.9,1.5,-,1.1,0.8,0.2,0.6,0.1,0.1,0.8,-,-,-,-,11,0.5,0.4,8.5,1.6,0.3,-,0.3,-,-,-,-,-,-,-
438,Cédric Bakambu,Real Betis Balompié,Laliga,34 years old (11-04-1991),"1,82m",DR Congo,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,6(16),601.0,2,2,4,-,68.4,0.5,-,6.26,"Jun 30, 2026",€1.80m,1,0.1,-,-,-,1,0.2,0.2,0.6,0.2,0.2,-,1,0.4,1.8,0.5,1.3,0.3,0.2,0.5,-,0.3,1,0.5,0.2,-,-,0.4,-,-,-,-,4.5,-,-,3,1.4,0.4,-,0.4,0.1,-,-,-,-,-,0.1
439,Sergi Gómez,RCD Espanyol Barcelona,Laliga,33 years old (28-03-1992),"1,85m",Spain,"Defender (Centre, Right)",Centre-Back,right,6(5),651.0,-,-,1,-,89,1,-,6.26,"Jun 30, 2025",€900k,0.2,-,-,-,-,0.2,-,0.1,0.1,-,-,-,0.1,-,2.8,1,1.8,0.7,0.1,0.8,0.6,0.1,0.5,-,3.3,0.7,-,0.4,-,-,-,-,31.5,0.8,1.9,27.3,1.5,-,-,-,-,-,-,-,-,-,-
440,Max Aarons,Valencia CF,Laliga,25 years old (04-01-2000),"1,77m",England,Defender (Right),Right-Back,right,1(1),106.0,-,-,1,-,72.7,1,-,6.26,"Jun 30, 2025",€12.00m,-,-,-,-,-,-,-,-,-,2,1.5,0.5,1,0.5,1.5,1,0.5,1.5,-,1.5,-,0.5,-,-,1.5,-,-,0.5,-,-,-,-,16.5,0.5,1.5,11.5,3,0.5,-,0.5,-,-,-,-,-,-,-
441,Juan Cruz,CA Osasuna,Laliga,32 years old (28-07-1992),"1,80m",Spain,"Defender (Centre, Left)",Left Winger,left,15(6),1180.0,-,-,4,-,80.7,0.3,-,6.25,"Jun 30, 2028",€4.00m,0.1,-,-,-,-,0.1,-,-,-,0.2,0.1,-,0.4,0.1,0.5,0.3,0.2,1,0.4,1.3,0.4,0.1,0.6,0.1,1.9,0.2,0.2,0.5,-,-,-,-,18.5,0.6,1.2,14.3,2.3,0.1,-,-,-,-,-,-,-,-,-
442,Mamadou Sylla,Real Valladolid CF,Laliga,31 years old (20-03-1994),"1,80m",Spain,"Attacking Midfielder (Left), Forward",Centre-Forward,right,15(11),1422.0,5,2,4,-,65.5,1.5,-,6.25,"Jun 30, 2026",€1.50m,0.8,0.2,-,0.2,-,0.8,0.1,0.1,0.7,0.6,0.4,0.2,1.6,0.7,3.6,1.5,2,0.3,0.2,0.5,0.1,1.2,0.6,0.5,0.4,-,-,0.2,-,-,-,-,9,0.2,0.1,5.7,3,0.5,-,0.5,0.1,-,-,-,-,-,0.1
443,Gonzalo Montiel,River Plate,Laliga,28 years old (01-01-1997),175cm,Argentina,"Defender (Centre, Right), Midfielder (Right)",,,1(5),111.0,-,-,1,-,92.2,0.2,-,6.25,,,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.2,-,0.3,-,0.2,0.2,-,0.7,0.2,0.8,0.3,0.2,0.5,-,1.7,-,0.2,-,-,-,-,-,10.7,0.7,0.2,9.2,0.7,-,-,-,-,-,-,-,-,-,-
444,Alberto Risco,Getafe CF,Laliga,19 years old (30-08-2005),-,Spain,Midfielder,Attacking Midfield,,0(5),66.0,-,-,-,-,74.2,0.2,-,6.25,"Jun 30, 2026",€200k,0.8,-,-,-,-,0.8,0.6,-,0.2,1.2,1,0.2,1,0.8,0.8,0.2,0.6,0.8,1,1.8,-,0.4,0.2,-,-,-,-,0.2,-,-,-,-,6.2,0.2,0.4,4.4,1.2,0.8,-,0.8,-,-,-,-,-,-,-
445,Hugo Novoa,Deportivo Alavés,Laliga,22 years old (24-01-2003),"1,82m",Spain,Forward,Right-Back,right,2(3),234.0,-,-,-,-,78.8,0.2,-,6.25,"Jun 30, 2029",€2.00m,0.2,-,-,-,-,0.2,-,-,0.2,2,1.4,0.6,1.2,0.4,1.8,0.2,1.6,1.6,-,1.6,-,0.2,0.2,0.4,1,0.2,0.2,0.2,-,-,-,-,10.4,0.6,0.2,7.6,2,0.4,-,0.4,-,-,-,-,-,-,-
446,Raúl Chasco,Real Valladolid CF,Laliga,21 years old (13-09-2003),179cm,Spain,Defender,,,1(1),129.0,-,-,-,-,66.7,0.5,-,6.25,,,-,-,-,-,-,-,-,-,-,1,1,-,1.5,0.5,0.5,0.5,-,2,1,3,1,-,1.5,-,0.5,-,0.5,0.5,-,-,-,-,19.5,2.5,3,10.5,3.5,0.5,0.5,-,-,-,-,-,-,-,-
447,Óscar Trejo,Rayo Vallecano,Laliga,37 years old (26-04-1988),"1,80m",Argentina,"Midfielder (Centre, Left, Right), Forward",Attacking Midfield,right,6(10),478.0,1,-,1,-,86.6,0.3,-,6.25,"Jun 30, 2025",€800k,0.3,0.1,-,0.1,-,0.3,0.1,-,0.3,1.2,0.7,0.5,1.4,1.3,0.7,0.3,0.4,0.4,0.4,0.8,0.3,0.7,1.1,0.1,0.3,-,0.1,0.5,-,-,-,-,17.3,0.3,0.4,14.6,1.9,0.4,0.1,0.4,-,-,-,-,-,-,-
448,Rafa Mir,Valencia CF,Laliga,27 years old (18-06-1997),"1,91m",Spain,"Attacking Midfielder (Right), Forward",Centre-Forward,right,3(12),518.0,-,2,1,-,77.6,0.6,-,6.25,"Jun 30, 2025",€800k,1.3,-,-,-,-,1.3,0.5,0.1,0.7,0.8,0.7,0.1,0.5,0.4,1.7,0.6,1.1,0.7,0.4,1.1,0.3,0.3,0.3,0.3,0.5,-,-,0.1,-,-,-,-,7.7,0.2,0.1,5.8,1.6,0.1,-,0.1,0.1,0.1,-,-,-,-,0.1
449,Mario Martín,Real Valladolid CF,Laliga,21 years old (05-03-2004),"1,77m",Spain,Defensive Midfielder (C),Defensive Midfield,right,18(9),1613.0,-,1,5,3,86.1,1,-,6.24,"Jun 30, 2025",€1.50m,0.9,-,-,-,-,0.9,0.6,-,0.3,1.3,0.6,0.7,1.3,0.8,2.1,1,1.1,2.1,0.9,3,0.7,1.4,1.6,-,1.4,0.2,-,0.8,-,-,-,-,26.7,1.2,0.8,21.8,2.9,0.4,0.1,0.3,-,-,-,-,-,-,-
450,Gabriel Misehouy,Girona FC,Laliga,19 years old (18-07-2005),"1,73m",Netherlands,Midfielder,Attacking Midfield,right,1(8),252.0,1,-,-,-,92.6,-,-,6.24,"Jun 30, 2028",€1.00m,0.7,0.1,-,0.1,-,0.7,0.3,-,0.3,1.2,0.4,0.8,0.8,0.8,0.3,-,0.3,0.1,0.1,0.2,-,0.6,0.1,0.2,-,-,-,-,-,-,-,-,10.6,-,0.3,9.8,0.4,0.4,-,0.4,-,-,-,-,-,-,-
451,Juan Berrocal,Getafe CF,Laliga,26 years old (05-02-1999),"1,87m",Spain,Defender (Centre),Centre-Back,both,9(6),863.0,-,-,4,1,76.4,1.8,-,6.24,"Jun 30, 2027",€1.80m,0.3,-,-,-,-,0.3,-,-,0.3,-,-,-,0.2,-,2.7,1.8,0.9,0.9,0.2,1.1,0.7,0.1,1,-,2.7,0.1,0.1,-,-,-,-,-,20.9,1.4,2.6,14.6,2.3,0.1,-,0.1,-,-,-,-,-,-,-
452,Borna Barisic,CD Leganés,Laliga,32 years old (10-11-1992),"1,86m",Croatia,Defender (Left),Left-Back,left,1,10.0,-,-,-,-,100,-,-,6.24,"Jun 30, 2025",€1.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-
453,Luis Rioja,Valencia CF,Laliga,31 years old (16-10-1993),"1,76m",Spain,"Midfielder (Left, Right)",Left Winger,left,0(1),22.0,-,-,-,-,100,-,-,6.24,"Jun 30, 2026",€2.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,-,1,1,-,-,-,-,2,-,-,-,-,4,-,-,4,-,1,-,1,-,-,-,-,-,-,-
454,García Pascual,Sevilla FC,Laliga,23 years old (01-01-2002),191cm,,Forward,,,0(3),114.0,-,-,1,-,63,1.7,-,6.24,,,1.7,-,-,-,-,1.7,-,-,1.7,0.7,0.3,0.3,3,0.3,2.7,1.7,1,0.3,0.3,0.7,0.7,1.3,1.3,-,0.7,-,-,-,-,-,-,-,9,0.7,-,5,3.3,-,-,-,-,-,-,-,-,-,-
455,Alejo Véliz,RCD Espanyol Barcelona,Laliga,21 years old (19-09-2003),"1,86m",Argentina,Forward,Centre-Forward,right,10(13),1006.0,1,-,3,-,65.9,2,-,6.23,"Jun 30, 2025",€2.80m,0.7,-,-,-,-,0.7,-,-,0.7,0.2,0.2,-,1.3,0.5,4.2,2,2.2,-,0.2,0.3,0.2,1.1,0.7,0.2,0.9,0.1,-,0.4,-,-,-,-,7.3,0.2,-,4.6,2.4,0.1,-,0.1,-,-,-,-,-,-,-
456,Munir El Haddadi,CD Leganés,Laliga,29 years old (01-09-1995),"1,77m",Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,left,6(14),571.0,3,-,1,1,73.7,0.4,-,6.23,"Jun 30, 2026",€1.50m,0.6,0.2,-,0.1,0.1,0.6,0.4,-,0.2,0.8,0.6,0.2,0.8,0.8,1.4,0.4,1,0.6,0.3,0.9,-,1.2,0.7,0.3,0.1,0.1,-,0.3,-,-,-,-,7.6,-,0.3,5.6,1.8,0.2,-,0.2,-,-,-,-,-,-,-
457,Iker Losada,Celta de Vigo,Laliga,23 years old (01-08-2001),"1,75m",Spain,Midfielder,Second Striker,right,4(6),341.0,1,-,2,-,78.4,0.2,-,6.23,"Jun 30, 2025",€1.80m,0.3,0.1,-,0.1,-,0.3,-,-,0.3,0.5,0.3,0.2,0.8,0.3,0.7,0.2,0.5,0.3,0.4,0.7,0.1,-,0.3,-,0.6,-,0.1,0.3,-,-,-,-,11.6,0.2,0.2,8.9,2.3,0.5,-,0.5,-,-,-,-,-,-,-
458,Javier Manquillo,Celta de Vigo,Laliga,30 years old (05-05-1994),"1,78m",Spain,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,7(3),520.0,-,-,1,-,90.4,0.5,-,6.23,"Jun 30, 2025",€1.80m,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.1,-,1.4,0.5,0.9,0.7,0.8,1.5,0.7,0.1,0.9,-,1.3,0.3,0.1,0.2,-,-,-,-,36.4,0.2,1,32.7,2.5,-,-,-,-,-,-,-,-,-,-
459,Arkaitz Mariezkurrena,Real Sociedad,Laliga,20 years old (05-04-2005),-,Spain,Forward,Left Winger,,0(5),108.0,1,-,1,-,65.8,0.6,-,6.22,"Jun 30, 2029",€500k,1,0.2,-,0.2,-,1,0.4,0.2,0.4,0.6,0.4,0.2,1.4,0.8,1,0.6,0.4,0.2,0.6,0.8,0.2,0.2,1.4,-,0.6,-,-,0.2,-,-,-,-,7.6,0.2,0.2,4.8,2.4,0.2,-,0.2,-,-,-,-,-,-,-
460,Diego García,CD Leganés,Laliga,25 years old (18-04-2000),"1,88m",Spain,Forward,Centre-Forward,right,10(13),915.0,3,-,2,-,69.5,1.6,-,6.22,"Jun 30, 2027",€1.50m,1,0.1,-,0.1,-,1,-,-,0.9,0.3,0.2,0.1,1.7,0.4,4.4,1.6,2.8,-,0.2,0.2,0.1,0.8,0.8,0.3,0.4,-,-,-,-,-,-,-,6.1,0.2,-,4.1,1.8,0.2,-,0.2,-,-,-,-,-,-,-
461,Peio Canales,Athletic Bilbao,Laliga,20 years old (17-01-2005),"1,75m",Spain,Midfielder,Attacking Midfield,right,1(6),188.0,-,-,-,-,85.1,-,-,6.22,"Jun 30, 2027",€500k,0.4,-,-,-,-,0.4,0.3,-,0.1,1,0.6,0.4,0.3,0.4,0.3,-,0.3,0.3,-,0.3,0.3,0.3,0.1,0.1,0.1,-,-,0.1,-,-,-,-,10.6,0.3,0.4,8.7,1.1,0.3,-,0.3,-,-,-,-,-,-,-
462,Orri Óskarsson,Real Sociedad,Laliga,20 years old (29-08-2004),"1,86m",Iceland,Forward,Centre-Forward,right,9(14),939.0,3,-,1,-,55.7,1.3,-,6.22,"Jun 30, 2030",€18.00m,0.8,0.1,0.1,-,-,0.8,0.1,0.1,0.6,0.3,0.3,0.1,0.7,0.5,3.7,1.3,2.4,0.3,0.3,0.5,0.1,0.3,0.3,0.4,0.5,-,-,0.4,-,-,-,-,8,-,0.1,4.4,3.4,0.2,-,0.2,-,-,-,-,-,-,-
463,Etienne Eto'o Pineda,Rayo Vallecano,Laliga,22 years old (18-08-2002),191cm,,Forward,,,0(2),38.0,-,-,-,-,20,3,-,6.22,,,-,-,-,-,-,-,-,-,-,1,1,-,1,-,4,3,1,-,0.5,0.5,-,-,-,0.5,0.5,-,-,-,-,-,-,-,2.5,-,-,0.5,2,-,-,-,-,-,-,-,-,-,-
464,Marc Domenech,RCD Mallorca,Laliga,18 years old (01-12-2006),182cm,,Forward,,,2(4),183.0,-,-,-,-,70,1.2,-,6.22,,,0.8,-,-,-,-,0.8,0.3,-,0.5,0.3,0.2,0.2,1,0.5,2.2,1.2,1,0.3,0.3,0.7,-,-,0.7,-,-,-,-,0.3,-,-,-,-,5,-,-,3.5,1.5,0.7,-,0.7,-,-,-,-,-,-,-
465,Darwin Machís,Real Valladolid CF,Laliga,32 years old (07-02-1993),"1,71m",Venezuela,"Attacking Midfielder (Left, Right)",Left Winger,right,7(10),625.0,-,1,-,-,72.9,0.4,-,6.22,"Jun 30, 2026",€1.00m,0.8,-,-,-,-,0.8,0.5,0.1,0.2,1.1,0.8,0.3,0.3,0.2,0.5,0.4,0.1,0.3,0.4,0.6,0.3,0.7,0.2,0.1,0.5,-,0.2,0.2,-,-,-,-,11.1,0.4,0.6,7.7,2.4,0.5,0.3,0.2,0.1,0.1,-,-,-,-,-
466,Raúl García,CA Osasuna,Laliga,24 years old (03-11-2000),"1,92m",Spain,Forward,Centre-Forward,right,5(22),662.0,2,-,-,-,70.6,0.7,-,6.21,"Jun 30, 2028",€3.50m,0.7,0.1,-,-,-,0.7,0.2,-,0.5,0.6,0.2,0.4,0.8,0.5,1.2,0.7,0.5,0.4,0.2,0.6,-,0.4,0.3,0.2,0.2,-,-,0.1,-,-,-,-,5.3,-,0.3,3.7,1.3,0.1,-,0.1,-,-,-,-,-,-,-
467,Dani Gómez,Valencia CF,Laliga,26 years old (30-07-1998),178cm,,Forward,,,5(9),526.0,2,-,-,-,74.1,0.5,1,6.21,,,1,0.1,-,0.1,0.1,1,0.1,0.1,0.8,0.7,0.5,0.2,0.8,0.6,2.2,0.5,1.7,0.2,-,0.2,0.1,0.6,0.5,0.7,0.3,-,-,0.1,-,-,-,-,5.8,-,-,4.3,1.5,0.1,-,0.1,-,-,-,-,-,-,-
468,Tamás Nikitscher,Real Valladolid CF,Laliga,25 years old (03-11-1999),"1,93m",Hungary,Defensive Midfielder (C),Central Midfield,right,6(3),567.0,-,-,2,-,92.4,1,-,6.21,"Jun 30, 2028",€1.00m,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.2,0.2,0.4,0.4,1.6,1,0.6,1.6,0.3,1.9,1,0.6,1.3,-,1,0.2,-,0.9,-,-,-,-,23.4,1.2,0.3,20.4,1.4,0.1,-,0.1,-,-,-,-,-,-,-
469,Valery Fernández,RCD Mallorca,Laliga,25 years old (23-11-1999),"1,82m",Spain,"Defender (Right), Midfielder (Left)",Right Winger,right,1(16),285.0,2,-,1,-,89,0.1,-,6.21,"Jun 30, 2025",€2.50m,0.2,0.1,-,0.1,-,0.2,-,-,0.2,0.4,0.3,0.1,0.3,0.2,0.3,0.1,0.2,0.5,0.1,0.6,-,0.1,0.2,0.1,0.1,0.1,-,0.1,-,-,-,-,4.8,0.1,-,4.2,0.5,0.1,-,0.1,-,-,-,-,-,-,-
470,Juanmi,Getafe CF,Laliga,31 years old (20-05-1993),"1,72m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,2(9),238.0,-,-,2,-,83.6,0.5,-,6.21,"Jun 30, 2025",€2.80m,0.5,-,-,-,-,0.5,0.1,-,0.5,0.7,0.4,0.4,0.6,0.4,0.6,0.5,0.1,0.6,0.2,0.8,0.1,0.6,0.5,0.1,0.3,-,0.1,0.4,-,-,-,-,6.1,0.1,-,5,1,0.4,-,0.4,-,-,-,-,-,-,-
471,Adrián Rodríguez,Deportivo Alavés,Laliga,24 years old (12-12-2000),"1,95m",Spain,Goalkeeper,Goalkeeper,right,1(1),121.0,-,-,1,-,38,0.5,-,6.21,"Jun 30, 2027",€100k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,0.5,0.5,-,1.5,-,-,1.5,-,-,-,2,-,2,-,25,9,15.5,0.5,-,-,-,-,-,-,-,-,-,-,-
472,Fran Pérez,Valencia CF,Laliga,22 years old (09-09-2002),"1,76m",Spain,Attacking Midfielder (Right),Right Winger,right,3(18),440.0,-,-,1,-,82.3,0.2,-,6.2,"Jun 30, 2026",€4.00m,0.2,-,-,-,-,0.2,0.1,-,0.1,0.9,0.5,0.4,0.7,0.4,0.5,0.2,0.2,0.6,0.3,0.9,0.1,0.5,0.2,-,0.1,-,0.2,0.3,-,-,-,-,7,0.3,0.1,5.5,1.1,0.3,0.1,0.2,-,-,-,-,-,-,-
473,Miguel de la Fuente,CD Leganés,Laliga,25 years old (03-09-1999),"1,82m",Spain,Forward,Centre-Forward,right,17(13),1676.0,1,3,3,-,59,1,-,6.2,"Jun 30, 2028",€2.00m,1.2,-,-,-,-,1.2,0.2,0.1,0.9,1.2,0.9,0.3,2.4,0.8,4,1,3.1,0.5,0.3,0.9,0.1,1,0.7,0.4,0.7,0.1,-,0.3,-,-,-,-,7.1,0.1,0.2,4,2.7,0.2,-,0.2,0.1,-,-,-,-,-,0.1
474,Carlos Guirao,Real Betis Balompié,Laliga,22 years old (27-04-2003),175cm,Spain,Midfielder,,,2,112.0,-,-,-,-,80,1,-,6.2,,,-,-,-,-,-,-,-,-,-,0.5,-,0.5,0.5,1,1.5,1,0.5,2.5,1,3.5,1.5,-,2,-,1,0.5,-,-,-,-,-,-,22.5,0.5,0.5,17.5,4,-,-,-,-,-,-,-,-,-,-
475,Sébastien Haller,FC Utrecht,Laliga,30 years old (22-06-1994),190cm,Ivory Coast,Forward,,,5(3),406.0,-,-,-,-,60,3.3,-,6.2,,,0.5,-,-,-,-,0.5,-,-,0.5,0.4,0.3,0.1,2.1,0.8,5.4,3.3,2.1,0.3,0.1,0.4,-,0.6,0.5,0.9,0.9,-,-,0.1,-,-,-,-,11.3,0.1,-,6.6,4.5,0.1,-,0.1,-,-,-,-,-,-,-
476,Abdoulaye Keita,Getafe CF,Laliga,22 years old (01-09-2002),186cm,Spain,Forward,,,1(2),94.0,-,-,-,-,56,1,-,6.2,,,0.7,-,-,-,-,0.7,0.7,-,-,1,0.7,0.3,1,1,2.3,1,1.3,0.7,0.7,1.3,-,-,2,-,1,-,-,0.3,-,-,-,-,8.3,0.3,1,4.3,2.7,-,-,-,-,-,-,-,-,-,-
477,Iker Losada,Celta de Vigo,Laliga,23 years old (01-08-2001),"1,75m",Spain,Midfielder,Second Striker,right,3(7),334.0,-,-,-,-,76.8,0.3,-,6.2,"Jun 30, 2025",€1.80m,0.5,-,-,-,-,0.5,0.2,-,0.3,0.6,0.4,0.2,0.6,0.5,0.7,0.3,0.4,1,0.5,1.5,0.3,0.2,0.1,-,0.2,-,-,0.2,-,-,-,-,13.8,0.1,0.7,10.5,2.5,0.6,-,0.6,-,-,-,-,-,-,-
478,Mateo Mejía,Sevilla FC,Laliga,22 years old (31-03-2003),181cm,,Forward,,,0(1),10.0,-,-,-,-,-,1,-,6.19,,,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
479,Mihailo Ristic,Celta de Vigo,Laliga,29 years old (31-10-1995),"1,80m",Serbia,"Defender (Left), Midfielder (Left)",Left-Back,left,4(2),250.0,-,1,1,-,78.1,-,-,6.19,"Jun 30, 2026",€900k,-,-,-,-,-,-,-,-,-,2,1.7,0.3,1,0.5,1.3,-,1.3,0.5,0.3,0.8,0.2,0.3,1,-,0.8,-,0.2,-,-,-,-,-,19,0.8,1.3,14,2.8,0.3,-,0.3,0.2,-,-,-,-,-,0.2
480,Jesús Owono,Deportivo Alavés,Laliga,24 years old (01-03-2001),"1,86m",Equatorial Guinea,Goalkeeper,Goalkeeper,both,5(1),486.0,-,-,-,-,58,0.2,-,6.19,"Jun 30, 2026",€1.00m,-,-,-,-,-,-,-,-,-,0.2,-,0.2,-,-,0.2,0.2,-,0.2,-,0.2,-,0.3,0.2,-,0.5,-,-,-,1.2,-,0.7,0.5,25,8.2,10.5,6.3,-,-,-,-,-,-,-,-,-,-,-
481,Peter Federico,Getafe CF,Laliga,22 years old (25-07-2002),"1,80m",Dominican Rep.,Forward,Right Winger,left,1(13),372.0,-,-,1,-,75.6,0.6,-,6.19,"Jun 30, 2028",€1.50m,0.7,-,-,-,-,0.7,0.4,0.1,0.3,0.9,0.7,0.1,1.2,0.8,1.6,0.6,1,0.6,0.2,0.8,0.1,0.6,0.5,0.1,0.3,-,-,0.4,-,-,-,-,5.9,0.2,0.1,4.2,1.3,0.3,0.1,0.2,-,-,-,-,-,-,-
482,Moi Gómez,CA Osasuna,Laliga,30 years old (23-06-1994),"1,76m",Spain,"Midfielder (Centre, Left, Right)",Left Winger,right,5(19),732.0,-,-,1,-,82.1,0.3,-,6.19,"Jun 30, 2027",€3.00m,0.3,-,-,-,-,0.3,0.1,-,0.2,1.1,0.5,0.6,0.4,0.3,0.8,0.3,0.5,0.5,0.2,0.7,0.2,0.3,0.5,-,0.3,0.1,-,0.1,-,-,-,-,17.9,0.7,0.8,14,2.4,0.5,0.1,0.4,-,-,-,-,-,-,-
483,Walid Cheddira,RCD Espanyol Barcelona,Laliga,27 years old (22-01-1998),"1,87m",Morocco,Forward,Centre-Forward,right,5(15),608.0,1,1,2,-,72.3,0.7,-,6.19,"Jun 30, 2025",€3.00m,0.5,0.1,-,0.1,-,0.5,-,0.1,0.4,0.9,0.7,0.2,1.3,0.5,2,0.7,1.3,0.3,0.1,0.3,0.1,1.2,1.4,0.4,0.3,-,-,0.2,-,-,-,-,4.7,0.1,0.1,3.4,1.2,0.3,-,0.3,0.1,-,-,-,-,-,0.1
484,Portu,Girona FC,Laliga,32 years old (21-05-1992),"1,67m",Spain,"Midfielder (Centre, Left, Right), Forward",Right Winger,right,2(20),462.0,-,2,4,-,79.2,0.3,-,6.18,"Jun 30, 2027",€2.50m,0.1,-,-,-,-,0.1,-,-,-,0.3,0.1,0.2,0.2,-,0.7,0.3,0.4,0.5,0.1,0.6,-,0.4,0.5,0.3,-,-,-,0.3,-,-,-,-,6.5,-,0.2,5.1,1.2,0.5,0.1,0.4,0.1,-,-,-,-,-,-
485,David López,RCD Mallorca,Laliga,22 years old (03-02-2003),"1,85m",Spain,Defender,Centre-Back,right,1,80.0,-,-,-,-,91.2,-,-,6.18,"Jun 30, 2026",€2.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,1,-,1,1,-,-,-,3,-,-,-,-,-,-,-,34,2,2,29,1,-,-,-,-,-,-,-,-,-,-
486,Pau Cabanes,Deportivo Alavés,Laliga,20 years old (17-02-2005),"1,79m",Spain,Forward,Centre-Forward,right,2(3),184.0,-,-,1,-,83.3,0.2,-,6.18,"Jun 30, 2025",€800k,0.4,-,-,-,-,0.4,0.4,-,-,2.4,1.6,0.8,2,0.6,0.8,0.2,0.6,1.4,1.2,2.6,-,1,1,-,0.2,-,-,0.2,-,-,-,-,13.2,-,0.4,11,1.8,0.2,-,0.2,-,-,-,-,-,-,-
487,Naci Ünüvar,Twente,Laliga,21 years old (13-06-2003),168cm,Netherlands,Midfielder,,,0(2),30.0,-,-,-,-,75,-,-,6.18,,,0.5,-,-,-,-,0.5,-,-,0.5,1,1,-,-,-,-,-,-,1,0.5,1.5,-,0.5,-,0.5,-,-,-,-,-,-,-,-,8,0.5,1,5.5,1,0.5,-,0.5,-,-,-,-,-,-,-
488,Akor Adams,Sevilla FC,Laliga,25 years old (29-01-2000),"1,90m",Nigeria,Forward,Centre-Forward,right,1(3),130.0,-,-,-,-,74.1,1.5,-,6.17,"Jun 30, 2029",€7.50m,0.5,-,-,-,-,0.5,0.3,-,0.3,0.3,-,0.3,0.5,-,4,1.5,2.5,-,-,-,-,-,0.3,0.3,0.3,-,-,0.3,-,-,-,-,6.8,0.3,0.3,4.8,1.5,-,-,-,-,-,-,-,-,-,-
