,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
607,26.3,1,1,21.7,2.7,-,-,-,-,-,-,-,-,-,-
608,3,-,-,2,1,1,-,1,-,-,-,-,-,-,-
609,24.1,1,0.4,20.9,1.9,-,-,-,-,-,-,-,-,-,-
610,2,-,-,2,-,1,-,1,-,-,-,-,-,-,-
611,1.5,-,-,1,0.5,-,-,-,-,-,-,-,-,-,-
612,4.3,-,-,3.3,1,0.3,-,0.3,-,-,-,-,-,-,-
613,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-
614,8,1,-,6,1,-,-,-,-,-,-,-,-,-,-
615,3,-,-,2.5,0.5,-,-,-,-,-,-,-,-,-,-
616,4,-,-,3,1,-,-,-,-,-,-,-,-,-,-
617,4.6,0.2,-,2.8,1.6,-,-,-,-,-,-,-,-,-,-
618,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
619,6.5,-,-,4.5,2,-,-,-,-,-,-,-,-,-,-
620,3,-,0.3,1.7,1,-,-,-,-,-,-,-,-,-,-
621,19,-,-,16,3,1,-,1,-,-,-,-,-,-,-
622,16,4,6,5,1,-,-,-,-,-,-,-,-,-,-
623,18.3,0.8,0.6,15.3,1.6,-,-,-,-,-,-,-,-,-,-
624,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-
