,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Yellow_Cards,Red_Cards,Total_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
150,Rodrigo Bentancur,Tottenham,27 years old (25-06-1997),187cm,Uruguay,Midfielder (Centre),2.6,1.5,1.1,-,-,-,-,-,-,-,0.4,-,0.7,0.3,-,1.4,0.4,0.4,0.8,0.5,1.2,0.1,-,0.1,-,1.5,0.4,0.1,0.3,-,43.8,0.9,0.7,38,4.3,0.7,0.8,-,-,-,-,1,0.4,-,0.5,1.6,0.8,2.4,Rodrigo Bentancur,18(4),1436,2,-,7,-,1,88.7,1.5,-,6.74
151,Liam Delap,Ipswich,22 years old (08-02-2003),186cm,England,"Attacking Midfielder (Right), Forward",3.7,1.7,2,-,-,-,-,-,0.1,0.1,-,-,0.3,0.3,-,0.8,1.3,1.2,2.5,1.5,2,0.4,0.1,0.3,-,0.1,0.6,0.1,0.5,0.4,10.3,0.2,0.4,6.2,3.5,3,1.8,-,-,-,-,2,0.6,0.2,1.2,0.3,0.4,0.7,Liam Delap,29(2),2366,12,2,9,-,2,61.9,1.7,3,6.73
152,Kepa,Bournemouth,30 years old (03-10-1994),189cm,Spain,Goalkeeper,0.3,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1.2,-,-,-,0.2,0.1,-,-,-,-,-,-,-,-,-,29.5,6,9.2,14.2,0.2,-,-,3.3,0.1,2,1.2,-,-,-,-,-,-,0.1,Kepa,25,2250,-,-,3,-,-,68.2,0.2,1,6.73
153,Ferdi Kadioglu,Brighton,25 years old (07-10-1999),174cm,Turkey,"Defender (Left, Right), Midfielder (Centre, Left, Right)",0.7,0.5,0.2,-,-,-,-,-,-,-,0.3,-,-,0.2,-,2.8,0.7,0.5,1.2,0.5,0.8,0.2,-,0.2,-,1.3,0.8,0.3,0.5,0.2,25,0.7,0.8,20.7,2.8,1,0.3,-,-,-,-,0.7,0.2,-,0.5,1.7,1.5,3.2,Ferdi Kadioglu,5(1),389,1,-,1,-,0.7,85.3,0.5,-,6.73
154,Wesley Fofana,Chelsea,24 years old (17-12-2000),190cm,France,Defender (Centre),2.9,1.9,0.9,-,-,-,-,-,-,-,0.6,0.2,0.4,0.5,-,3.7,0.5,0.6,1.1,1.1,1.7,-,-,-,-,1,0.4,0.1,0.4,-,55.8,1,1.4,49.6,3.8,1.1,0.4,-,-,-,-,0.2,-,0.1,0.1,0.9,0.6,1.5,Wesley Fofana,14,1176,-,-,7,-,0.2,90.8,1.9,-,6.73
155,Destiny Udogie,Tottenham,22 years old (28-11-2002),186cm,Italy,"Defender (Left), Midfielder (Left)",1.1,0.6,0.6,-,-,-,-,-,-,-,0.2,0.3,1.4,0.1,-,1.1,0.8,0.5,1.3,1.6,1.3,-,-,-,-,0.8,0.7,0.1,0.6,0.1,39.1,0.5,0.2,34.2,4.2,1.3,0.8,-,-,-,-,0.2,-,-,0.2,3.1,0.6,3.7,Destiny Udogie,22(1),1753,-,1,2,-,0.2,88.7,0.6,-,6.72
156,Keane Lewis-Potter,Brentford,24 years old (22-02-2001),170cm,England,"Defender (Left), Midfielder (Centre, Left, Right), Forward",1.8,0.8,1,0.1,-,-,-,-,-,0.1,0.3,0.3,0.5,0.2,-,1.9,1.7,1.1,2.8,0.8,0.4,-,-,-,-,0.5,0.7,0.1,0.6,0.1,27.9,1.7,1.9,20.7,3.6,1.3,0.6,-,-,-,-,0.8,0.4,0.1,0.3,1.3,0.5,1.8,Keane Lewis-Potter,30(2),2644,1,2,5,-,0.8,80.1,0.8,1,6.72
157,Illia Zabarnyi,Bournemouth,22 years old (01-09-2002),189cm,Ukraine,Defender (Centre),3.3,2.1,1.2,-,-,-,-,-,-,-,0.6,0.1,0.4,0.1,-,4.8,0.1,0.2,0.3,0.2,0.6,-,-,-,-,1.1,0.3,0.2,0.2,-,45.6,3.4,5.6,33.6,3,0.5,0.1,-,-,-,-,0.3,-,0.1,0.1,1.5,0.4,1.9,Illia Zabarnyi,29(1),2575,-,-,3,1,0.3,81.1,2.1,1,6.72
158,Matthijs de Ligt,Manchester United,25 years old (12-08-1999),187cm,Netherlands,Defender (Centre),3.1,2,1.1,-,-,-,-,-,-,-,0.8,0.2,0.3,0.1,-,3.1,0.1,0.1,0.1,0.4,0.6,0.1,-,-,-,1.2,0.2,0.1,0.1,0.1,48.2,1.2,2.2,42.5,2.4,0.2,0.1,-,-,-,-,0.6,-,0.3,0.4,1.1,0.3,1.4,Matthijs de Ligt,24(4),2093,2,-,3,-,0.6,90.5,2,1,6.72
159,Marcus Rashford,Aston Villa,27 years old (31-10-1997),180cm,England,"Attacking Midfielder (Centre, Left, Right), Forward",0.8,0.3,0.5,0.1,-,-,-,-,-,0.1,-,-,0.5,0.1,-,0.5,2,0.6,2.6,0.5,0.5,0.3,-,0.2,0.1,0.3,1,0.3,0.7,0.5,20.8,0.5,0.8,15.5,4,0.9,0.4,-,-,-,-,1.1,0.4,-,0.7,0.5,0.4,0.9,Marcus Rashford,12(3),983,4,1,2,-,1.1,76.9,0.3,-,6.72
160,Riccardo Calafiori,Arsenal,22 years old (19-05-2002),188cm,Italy,"Defender (Centre, Left)",2.1,1.3,0.8,-,-,-,-,-,0.1,0.1,0.4,0.1,0.4,0.2,-,1.4,0.2,0.5,0.8,0.4,0.9,0.1,-,0.1,0.1,0.5,0.4,-,0.4,0.2,26.8,0.9,0.4,22.6,2.9,0.6,0.3,-,-,-,-,0.6,0.2,0.2,0.2,1.5,0.6,2.2,Riccardo Calafiori,11(6),929,2,1,4,-,0.6,87.7,1.3,-,6.71
161,Toti Gomes,Wolves,26 years old (16-01-1999),187cm,Portugal,"Defender (Centre, Left)",2.4,1.6,0.8,-,-,-,-,-,-,-,0.6,0.1,0.4,0.2,-,4.8,0.3,0.6,0.9,0.4,0.8,-,-,-,-,0.8,0.3,-,0.2,0.2,50.9,1.6,3.1,41.8,4.4,0.6,0.5,-,-,-,-,0.3,-,0.1,0.1,1.9,0.3,2.2,Toti Gomes,24(1),2076,-,1,5,-,0.3,85.3,1.6,-,6.71
162,Diogo Jota,Liverpool,28 years old (04-12-1996),178cm,Portugal,"Attacking Midfielder (Centre, Left, Right), Forward",2.2,1,1.3,-,-,-,-,-,0.1,0.1,-,-,0.4,0.1,-,0.3,0.9,0.5,1.4,0.5,0.8,0.3,-,0.2,-,0.3,0.5,-,0.5,-,12.5,0.4,0.3,8.4,3.4,1.7,1,-,-,-,-,2,0.1,0.1,1.7,0.5,0.6,1.1,Diogo Jota,13(8),1045,6,3,2,-,2,70.3,1,1,6.71
163,Jan Paul van Hecke,Brighton,24 years old (08-06-2000),189cm,Netherlands,Defender (Centre),4,2.4,1.6,-,-,-,-,-,-,-,0.7,0.1,0.4,0.2,-,4.1,0.2,0.1,0.3,0.7,0.8,-,-,-,-,0.8,0.4,0.1,0.3,-,67.2,4.1,3.4,55.6,4.1,0.3,0.2,-,-,-,-,0.6,0.1,0.1,0.3,1.3,0.6,1.9,Jan Paul van Hecke,28(1),2511,1,-,5,1,0.6,88.8,2.4,1,6.71
164,Harry Maguire,Manchester United,32 years old (05-03-1993),194cm,England,Defender (Centre),3.3,2.3,1,-,-,-,-,-,-,-,0.5,-,0.1,0.3,-,3.1,0.1,0.1,0.2,0.3,0.7,-,-,-,-,1.6,0.3,0.1,0.2,-,41.2,2.2,2.1,33.5,3.3,0.3,0.1,-,-,-,-,0.5,-,0.2,0.3,1.2,0.2,1.4,Harry Maguire,16(6),1419,1,-,7,-,0.5,86.9,2.3,-,6.71
165,Pedro Neto,Chelsea,25 years old (09-03-2000),172cm,Portugal,"Attacking Midfielder (Centre, Left, Right), Forward",1.1,0.3,0.8,-,-,-,-,-,0.1,0.1,-,0.1,0.3,0.3,-,-,2.1,0.9,2.9,0.9,0.6,0.1,-,0.1,-,0.3,1.4,0.3,1.1,0.1,20.1,0.7,0.4,17,2,1.2,0.8,-,-,-,-,1.7,0.7,-,1,0.6,0.3,1,Pedro Neto,18(11),1742,3,4,8,-,1.7,88.2,0.3,2,6.71
166,Jan Bednarek,Southampton,29 years old (12-04-1996),189cm,Poland,Defender (Centre),3.8,2.6,1.3,-,-,-,-,-,-,-,1.2,-,0.4,0.3,-,6.1,-,0.1,0.1,0.4,1.2,0.1,-,0.1,-,2,0.2,-,0.2,-,58.9,2.2,1.5,52.4,2.8,0.3,0.1,-,-,-,-,0.2,-,-,0.1,1.3,0.6,1.9,Jan Bednarek,26,2175,2,-,7,-,0.2,92.6,2.6,1,6.71
167,Joël Veltman,Brighton,33 years old (15-01-1992),184cm,Netherlands,"Defender (Centre, Right), Midfielder (Right)",2.2,1.2,1,-,-,-,-,-,-,-,0.4,0.2,0.8,0.2,-,3.3,0.6,0.2,0.8,2.2,1.4,-,-,-,-,0.9,0.3,0.1,0.2,-,39.1,1.7,1.8,30.5,5.2,1,0.4,-,-,-,-,0.3,0.2,0.1,0.1,2.2,1.1,3.3,Joël Veltman,19,1647,-,-,4,-,0.3,82.2,1.2,-,6.71
168,Antonín Kinsky,Tottenham,22 years old (13-03-2003),190cm,Czech Republic,Goalkeeper,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,32.3,4.3,6.3,20.8,1,-,-,2.8,-,2,0.8,-,-,-,-,0.8,-,0.8,Antonín Kinsky,4,360,-,-,-,-,-,77.5,0.5,-,6.71
169,Chris Richards,Crystal Palace,25 years old (28-03-2000),188cm,USA,"Defender (Centre), Defensive Midfielder (C)",3.6,1.8,1.8,-,-,-,-,-,-,-,0.7,0.4,0.9,0.1,-,4.6,0.2,0.1,0.3,0.2,0.5,0.1,0.1,-,-,0.5,0.1,-,0.1,0.1,36.4,1.3,3.2,28.6,3.4,0.3,0.3,-,-,-,-,0.5,0.1,0.1,0.4,2.2,0.8,3,Chris Richards,17(2),1519,1,-,2,-,0.5,81.9,1.8,-,6.7
170,Nélson Semedo,Wolves,31 years old (16-11-1993),177cm,Portugal,"Defender (Centre, Left, Right), Midfielder (Right)",2.4,1,1.4,-,-,-,-,-,0.1,0.1,0.4,0.6,0.6,0.3,-,2.8,1.1,0.9,2.1,0.9,1.5,-,-,-,-,0.8,0.7,0.1,0.5,0.1,31.9,1.1,2.2,25,3.6,1.2,0.6,-,-,-,-,0.5,0.3,-,0.2,1.9,0.8,2.7,Nélson Semedo,27(1),2422,-,4,7,-,0.5,81.7,1,-,6.7
171,Jadon Sancho,Chelsea,25 years old (25-03-2000),180cm,England,"Attacking Midfielder (Centre, Left, Right)",0.6,0.2,0.4,-,-,-,-,-,0.1,0.2,-,-,0.3,-,-,0.2,1.9,1.7,3.5,0.4,0.2,0.1,-,0.1,-,0.1,1.3,-,1.3,0.2,26.7,0.2,0.2,22.6,3.7,1,0.7,-,-,-,-,0.8,0.2,-,0.7,0.4,0.3,0.7,Jadon Sancho,18(8),1614,3,4,1,-,0.8,85.5,0.2,-,6.7
172,Timothy Castagne,Fulham,29 years old (05-12-1995),185cm,Belgium,"Defender (Centre, Left, Right), Midfielder (Left, Right)",3.2,1.6,1.6,-,-,-,-,-,-,-,0.3,0.4,0.4,-,-,3.4,0.3,0.2,0.5,0.3,0.7,-,-,-,-,1,0.4,0.1,0.3,-,35,1.1,1.6,27.9,4.3,0.7,0.2,-,-,-,-,0.4,-,-,0.3,2.1,0.9,3,Timothy Castagne,17(5),1608,-,1,1,-,0.4,83,1.6,-,6.7
173,Tyrick Mitchell,Crystal Palace,25 years old (01-09-1999),175cm,England,"Defender (Left), Midfielder (Left)",1.2,0.5,0.7,0.1,-,-,-,-,0.1,0.1,0.3,0.4,1.5,0.1,-,2.3,0.5,0.4,0.9,0.7,0.6,-,-,-,-,0.4,1.1,0.1,1.1,0.1,28.1,1.3,2.5,19.4,4.9,1.1,0.8,-,-,-,-,0.3,-,-,0.3,2.4,0.6,3,Tyrick Mitchell,32,2681,-,4,2,-,0.3,73.6,0.5,-,6.69
174,Levi Colwill,Chelsea,22 years old (26-02-2003),187cm,England,"Defender (Centre, Left)",4.2,2.6,1.7,-,-,-,-,-,-,-,0.8,0.1,0.3,0.2,-,3.2,0.1,0.2,0.3,0.6,1.3,-,-,-,-,1,0.5,-,0.5,0.1,77.6,2.6,3.2,67.3,4.5,0.4,0.2,-,-,-,-,0.5,-,0.1,0.4,1.2,0.3,1.6,Levi Colwill,29,2610,1,1,7,-,0.5,90.1,2.6,-,6.69
175,Tosin Adarabioyo,Chelsea,27 years old (24-09-1997),196cm,England,"Defender (Centre, Right)",3.3,1.9,1.4,-,-,-,-,-,0.1,0.1,0.4,0.1,0.1,0.2,-,3.2,0.1,0.2,0.2,0.3,0.4,0.1,-,0.1,-,0.5,0.1,-,0.1,0.1,56.4,1.9,2.2,49.7,2.6,0.2,-,-,-,-,-,0.6,0.1,0.2,0.4,0.7,0.2,0.9,Tosin Adarabioyo,13(6),1224,1,1,3,-,0.6,91.5,1.9,-,6.69
176,Mateus Fernandes,Southampton,20 years old (10-07-2004),178cm,Portugal,"Attacking Midfielder (Centre, Left)",0.7,0.4,0.3,0.1,-,-,-,-,-,0.1,0.1,0.1,1,0.3,-,0.8,1.6,1.4,3,1.5,1.3,0.1,-,0.1,-,0.6,0.9,0.3,0.6,0.1,34.7,1.7,1,27.4,4.6,1.5,1,-,-,-,-,1.2,0.5,0.1,0.6,2.5,1,3.6,Mateus Fernandes,28(2),2420,2,3,8,-,1.2,84,0.4,1,6.69
177,Axel Disasi,Aston Villa,27 years old (11-03-1998),190cm,France,"Defender (Centre, Right)",2.3,1.3,1,-,-,-,-,-,-,-,0.2,-,0.5,0.3,-,3,1,1.5,2.5,0.3,0.3,-,-,-,-,0.8,0.5,0.2,0.3,0.3,43.5,0.8,1,38,3.7,0.5,0.3,-,-,-,-,0.3,0.2,-,0.2,1,0.3,1.3,Axel Disasi,5(1),459,-,-,2,-,0.3,89.3,1.3,-,6.69
178,Yerson Mosquera,Wolves,23 years old (02-05-2001),187cm,Colombia,Defender (Centre),3.4,2.2,1.2,-,-,-,-,-,-,-,2,-,0.6,0.4,-,2.8,-,-,-,1.4,1.2,-,-,-,-,2,0.4,0.4,-,0.2,47.4,2.4,3.4,38.4,3.2,0.8,0.2,-,-,-,-,0.4,-,-,0.4,2.2,1,3.2,Yerson Mosquera,5,442,-,-,2,-,0.4,86.1,2.2,-,6.69
179,Sepp van den Berg,Brentford,23 years old (20-12-2001),189cm,Netherlands,"Defender (Centre, Right), Midfielder (Right)",5.6,3,2.5,-,-,-,-,-,-,-,1.2,0.1,0.6,0.1,-,4.2,0.1,0.2,0.3,0.2,0.7,-,-,-,-,0.7,0.2,-,0.2,-,36.8,1,1.2,29.9,4.7,0.5,0.2,-,-,-,-,0.5,-,-,0.5,1.4,0.4,1.7,Sepp van den Berg,23(2),2049,-,-,2,-,0.5,84,3,-,6.69
180,Matty Cash,Aston Villa,27 years old (07-08-1997),185cm,Poland,"Defender (Right), Midfielder (Centre, Left, Right)",1.6,0.8,0.8,-,-,-,-,-,-,-,0.3,0.3,0.5,0.3,-,2,0.8,0.7,1.5,0.6,1,-,-,-,-,1,0.5,-,0.4,-,28.1,0.9,1,23.1,3,0.7,0.3,-,-,-,-,0.5,0.2,-,0.2,2.1,0.5,2.6,Matty Cash,18(3),1566,1,1,6,-,0.5,85.4,0.8,-,6.68
181,Matt Doherty,Wolves,33 years old (16-01-1992),185cm,Ireland,"Defender (Centre, Left, Right), Midfielder (Left, Right)",2.6,1.8,0.8,-,-,-,-,-,-,-,0.6,0.2,0.4,0.2,-,3.2,0.4,0.4,0.8,0.4,0.7,0.1,-,-,-,0.8,0.4,0.2,0.3,0.1,40.6,2.4,2.5,31.8,3.9,0.4,0.2,-,-,-,-,0.4,-,-,0.4,1.4,0.3,1.7,Matt Doherty,21(4),1812,2,1,6,-,0.4,84.3,1.8,-,6.67
182,Harry Wilson,Fulham,28 years old (22-03-1997),173cm,Wales,"Attacking Midfielder (Centre, Left, Right)",1.1,0.2,0.8,0.1,-,-,-,-,-,0.1,0.1,-,0.6,0.1,-,0.3,0.7,0.5,1.2,0.8,0.5,0.3,0.1,0.2,-,0.3,0.9,0.1,0.8,-,15.8,0.6,0.7,11.8,2.6,0.7,0.2,-,-,-,-,1.5,0.6,0.1,0.8,0.5,0.3,0.8,Harry Wilson,8(11),836,5,1,2,-,1.5,78.7,0.2,2,6.67
183,Lukasz Fabianski,West Ham,40 years old (18-04-1985),190cm,Poland,Goalkeeper,0.4,0.2,0.2,-,-,-,-,-,-,-,-,-,-,0.2,-,1,-,0.2,0.2,0.1,0.2,-,-,-,-,-,-,-,-,-,30.8,6.5,11.2,13,0.1,-,-,3.6,0.5,2.2,0.9,-,-,-,-,-,0.1,0.1,Lukasz Fabianski,12(1),1071,-,-,2,-,-,63.3,0.2,-,6.67
184,Tino Livramento,Newcastle,22 years old (12-11-2002),182cm,England,"Defender (Left, Right)",1.6,0.6,1,-,-,-,-,-,-,-,0.3,0.4,0.7,-,-,2.6,0.8,0.6,1.4,1,0.2,-,-,-,-,0.6,0.6,0.1,0.5,0.1,35.5,0.6,1.1,29.9,3.8,0.7,1,-,-,-,-,0.1,0.1,-,-,1.6,0.7,2.3,Tino Livramento,26(5),2302,-,1,1,-,0.1,86.2,0.6,-,6.66
185,James Milner,Brighton,39 years old (04-01-1986),175cm,England,"Defender (Left, Right), Midfielder (Centre, Left, Right)",0.3,-,0.3,-,-,-,-,-,-,-,0.7,-,0.7,0.3,-,0.7,-,0.3,0.3,0.3,1,-,-,-,-,0.7,1.3,0.3,1,-,21.7,0.3,0.7,17,3.7,-,-,-,-,-,-,0.7,0.3,-,0.3,1.7,-,1.7,James Milner,3,172,-,-,1,-,0.7,80,-,-,6.66
186,James Ward-Prowse,West Ham,30 years old (01-11-1994),173cm,England,"Midfielder (Centre, Right)",0.8,0.6,0.2,0.1,0.1,-,-,-,-,0.1,0.3,0.3,0.3,0.2,-,1,0.2,0.2,0.4,0.2,0.9,-,-,-,-,0.6,1.2,0.6,0.7,-,50.2,2,1.1,44,3.1,0.2,0.3,-,-,-,-,0.4,0.2,0.1,0.1,1.2,0.9,2.1,James Ward-Prowse,7(2),672,-,1,2,-,0.4,91.6,0.6,-,6.66
187,Aaron Ramsdale,Southampton,26 years old (14-05-1998),190cm,England,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.8,-,-,-,0.1,-,-,-,-,-,0.1,-,-,-,-,36.9,7.7,13.6,15.2,0.4,0.1,-,4.3,0.5,2.2,1.6,-,-,-,-,-,0.1,0.1,Aaron Ramsdale,24,2160,-,-,2,-,-,62,0.2,3,6.66
188,Conor Townsend,Ipswich,32 years old (04-03-1993),183cm,England,"Defender (Centre, Left), Midfielder (Left)",1.7,1,0.7,-,-,-,-,-,0.2,0.2,1,0.3,0.3,0.2,-,2.3,-,-,-,0.7,0.3,-,-,-,-,0.7,0.7,-,0.7,-,15.7,0.8,2.2,9.8,2.8,0.3,0.3,-,-,-,-,0.2,-,-,0.2,1.8,0.5,2.3,Conor Townsend,3(3),335,-,1,1,-,0.2,68.1,1,-,6.66
189,Cameron Burgess,Ipswich,29 years old (21-10-1995),194cm,Australia,"Defender (Centre, Left)",4.1,2.7,1.4,-,-,-,-,-,0.1,0.1,0.9,0.1,0.3,-,-,6.7,-,-,-,0.3,0.2,-,-,-,-,0.8,0.4,-,0.4,0.1,44.3,3,4.1,32.9,4.2,0.1,-,-,-,-,-,0.6,-,0.1,0.5,0.7,0.1,0.9,Cameron Burgess,13(1),1215,-,1,-,-,0.6,81.1,2.7,-,6.65
190,Sasa Lukic,Fulham,28 years old (13-08-1996),183cm,Serbia,Midfielder (Centre),1.6,0.7,0.8,-,-,-,-,-,0.1,0.1,0.2,0.1,0.4,0.5,-,1.1,0.4,0.3,0.7,1,2.2,-,-,-,-,0.9,0.8,0.2,0.7,-,40.7,1.4,0.5,35.5,3.4,0.8,0.3,-,-,-,-,0.6,0.4,0.1,0.1,2.4,1.2,3.6,Sasa Lukic,24(1),1976,-,2,12,-,0.6,90.5,0.7,1,6.65
191,Kieran Trippier,Newcastle,34 years old (19-09-1990),178cm,England,"Defender (Left, Right), Midfielder (Right)",1.3,0.8,0.5,-,-,-,-,-,-,-,-,0.3,0.2,-,-,1.5,0.1,0.2,0.3,0.4,0.6,-,-,-,-,0.5,0.7,0.4,0.3,0.1,36.9,1.3,1.8,29.8,4,0.4,0.2,-,-,-,-,0.1,0.1,-,-,1.5,0.6,2,Kieran Trippier,11(10),1027,-,1,1,-,0.1,84.4,0.8,-,6.65
192,James Garner,Everton,24 years old (13-03-2001),186cm,England,"Midfielder (Centre, Right)",1.2,0.7,0.5,-,-,0.1,-,-,-,0.1,0.2,0.2,0.7,0.2,-,1.9,0.5,0.3,0.9,0.8,1,-,-,-,-,0.9,0.7,0.3,0.4,-,28.1,0.9,1.5,20.9,4.8,0.6,0.5,-,-,-,-,0.5,0.3,-,0.1,1.9,1,2.9,James Garner,11(4),1055,-,1,3,-,0.5,77.4,0.7,-,6.65
193,Ryan Yates,Nottingham Forest,27 years old (21-11-1997),190cm,England,Midfielder (Centre),2.6,1.6,1,-,-,-,-,-,-,-,0.3,-,0.9,0.3,-,2,0.3,0.3,0.6,1.6,1.7,0.1,-,-,-,0.8,0.6,-,0.6,0.2,23.1,0.2,0.9,18.9,3,0.8,0.6,-,-,-,-,1.1,0.5,0.1,0.5,1.3,0.7,2,Ryan Yates,17(12),1739,2,1,8,-,1.1,82.8,1.6,-,6.65
194,Kevin Danso,Tottenham,26 years old (19-09-1998),190cm,Austria,Defender (Centre),3.3,1.8,1.5,-,-,-,-,-,-,-,1,0.3,-,-,-,5.3,0.3,0.3,0.5,1,1,-,-,-,-,0.5,0.3,-,0.3,-,71.5,1,2.8,64,3.8,1.5,-,-,-,-,-,1,-,0.3,0.8,1.3,0.5,1.8,Kevin Danso,4,348,-,-,-,-,1,90.9,1.8,-,6.65
195,Amadou Onana,Aston Villa,23 years old (16-08-2001),195cm,Belgium,Defensive Midfielder (C),2,1.2,0.9,-,-,-,-,-,-,-,0.3,0.1,0.4,0.2,-,1.5,0.3,0.5,0.8,1.2,1.4,0.1,0.1,-,-,1.2,0.4,0.1,0.3,-,31.5,0.8,0.5,27.2,3.1,0.5,0.4,-,-,-,-,0.8,0.3,0.3,0.2,2.3,0.5,2.8,Amadou Onana,16(4),1262,2,-,4,-,0.8,88.7,1.2,1,6.64
196,Adama Traoré,Fulham,29 years old (25-01-1996),178cm,Spain,"Midfielder (Centre, Left, Right), Forward",1.7,0.8,0.9,0.1,-,-,-,-,-,0.2,-,0.1,0.2,0.1,-,0.1,1.4,1.4,2.8,1,0.7,0.1,-,0.1,-,-,1.1,-,1.1,-,14.1,0.3,0.2,11.1,2.4,1,0.6,-,-,-,-,1.2,0.2,-,1,0.6,0.3,0.8,Adama Traoré,16(14),1515,2,5,2,-,1.2,81.1,0.8,1,6.64
197,Bernd Leno,Fulham,33 years old (04-03-1992),189cm,Germany,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.8,-,-,-,0.1,-,-,-,-,-,-,0.1,0.1,-,-,33.6,4.4,6.9,22.1,0.3,-,-,2.8,0.1,2.1,0.6,-,-,-,-,0.1,-,0.1,Bernd Leno,32,2880,-,1,4,-,-,78.8,0.3,3,6.64
198,Adam Wharton,Crystal Palace,21 years old (06-02-2004),182cm,England,Defensive Midfielder (C),1.3,0.4,0.9,0.1,0.1,-,-,-,-,0.1,0.1,-,0.5,0.1,-,1.3,0.4,0.1,0.5,1.2,0.6,-,-,-,-,0.9,1.4,0.5,0.9,-,35.4,2.1,1.5,26.1,5.7,0.8,0.7,-,-,-,-,0.6,0.6,-,-,1.9,1.4,3.3,Adam Wharton,13(4),1128,-,1,2,-,0.6,79.5,0.4,-,6.63
199,Reece James,Chelsea,25 years old (08-12-1999),182cm,England,"Defender (Centre, Right), Defensive Midfielder (C), Midfielder (Right)",2,1.5,0.5,-,-,-,-,-,-,-,0.3,0.1,0.5,0.1,-,1.2,0.7,0.5,1.2,0.7,0.5,0.1,-,-,0.1,0.8,0.7,0.3,0.4,-,41.8,2.2,1.7,35.1,2.8,0.5,0.3,-,-,-,-,0.5,0.4,-,0.2,0.6,0.5,1.1,Reece James,9(4),768,1,-,1,-,0.5,89.3,1.5,-,6.63
200,Michael Keane,Everton,32 years old (11-01-1993),191cm,England,"Defender (Centre, Right)",3.3,1.9,1.4,-,-,-,-,-,-,-,0.6,-,0.3,0.4,-,5,0.1,-,0.1,-,0.9,0.2,-,0.2,-,1,0.2,-,0.2,-,30.4,3.8,2.5,21.5,2.6,-,0.2,-,-,-,-,0.8,0.1,-,0.7,1,0.3,1.3,Michael Keane,9(1),812,2,-,4,-,0.8,83.2,1.9,1,6.63
201,Ederson,Manchester City,31 years old (17-08-1993),188cm,Brazil,Goalkeeper,0.2,0.2,-,-,-,-,-,-,0.1,0.2,-,-,-,0.1,-,0.6,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-,-,31.8,5.4,3.9,22.1,0.4,-,-,2.2,-,1.7,0.5,-,-,-,-,-,0.1,0.1,Ederson,22,1961,-,4,3,-,-,86.6,0.2,1,6.63
202,Emiliano Martínez,Aston Villa,32 years old (02-09-1992),195cm,Argentina,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.6,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,33.7,5.2,6.8,21.4,0.4,-,-,2.5,0.1,1.6,0.8,-,-,-,-,0.1,-,0.1,Emiliano Martínez,31,2702,-,-,4,-,-,78.7,0.3,1,6.63
203,Matheus França,Crystal Palace,21 years old (01-04-2004),178cm,Brazil,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5,-,-,-,-,-,-,3,-,-,2,1,0.5,-,-,-,-,-,1.5,-,-,1.5,0.5,-,0.5,Matheus França,0(2),24,1,-,-,-,1.5,66.7,-,-,6.63
204,Kostas Tsimikas,Liverpool,28 years old (12-05-1996),179cm,Greece,Defender (Left),0.7,0.3,0.3,0.1,0.1,-,-,-,-,0.1,0.1,0.2,0.2,0.1,-,0.9,0.2,0.2,0.4,0.3,0.6,-,-,-,-,0.5,0.5,0.2,0.3,0.1,25.9,1.3,0.5,22.3,1.7,0.3,0.1,-,-,-,-,0.2,0.1,-,0.1,1.6,0.3,1.9,Kostas Tsimikas,6(9),573,-,1,2,-,0.2,91.5,0.3,1,6.62
